"V1","V2","V3","V4","V5"
146,"3PL",0.314141950465325,0.0950533615808787,0.0133105585037442
147,"3PL",0.199527236807008,0.074502421866836,0.0236848255240184
148,"3PL",0.137874448566879,0.0603054682368413,0.0188726557764998
149,"3PL",0.105090090771139,0.145019890403022,0.0578635295787416
150,"3PL",0.235575742146472,0.106035962086013,0.0136050554630484
151,"3PL",0.177606085451153,0.0395341897694007,0.0151649714786317
152,"3PL",0.139136779356125,0.104585263828478,0.0366574858232327
153,"3PL",0.0503773981488071,0.443777316490662,0.0827520562389151
154,"3PL",0.0990177328719218,0.136437466672014,0.0646269261086862
155,"3PL",0.12342544248413,0.088519574328328,0.0318641413630988
156,"3PL",0.18463638749938,0.0714298469832614,0.0218852081984007
157,"3PL",0.196778343537816,0.0946440185596878,0.0274998049220182
158,"3PL",0.143408904843476,0.17901482711067,0.052632421976882
159,"3PL",0.10777824809441,0.185364175397852,0.0607998915916644
160,"3PL",0.175617262547237,0.0797334225228764,0.0211901505005476
161,"3PL",0.0761511103972365,0.0976935849267493,0.0434826004326921
162,"3PL",0.150915976186585,0.0594433962080737,0.021798602031016
163,"3PL",0.176170703917326,0.0684519241414722,0.0302296138267536
164,"3PL",0.274250464888169,0.0380260812222376,0.00954114113047277
165,"3PL",0.156864648421625,0.0342803852371871,0.0130265202733749
166,"3PL",0.119937898498352,0.150657625588669,0.043463015485164
167,"3PL",0.136945130013278,0.162493044210977,0.0655148357733262
168,"3PL",0.10976895815094,0.151430212531348,0.0521688503887542
169,"3PL",0.292232937713,0.0637378652498922,0.00968073241680209
170,"3PL",0.171152864049123,0.0794432414122736,0.0250718902865499
171,"3PL",0.104001870505645,0.146733946889775,0.0524515240998743
172,"3PL",0.109535027786226,0.129633364408529,0.0717259459553985
173,"3PL",0.140280017077497,0.096733180039823,0.0300249115250004
174,"3PL",0.180192870294338,0.0674688574609926,0.0237946838665067
175,"3PL",0.0826404508591974,0.24918552333869,0.0844540786664104
176,"3PL",0.179267377282193,0.0612555912412303,0.0208200128736952
177,"3PL",0.0811910456400344,0.105802304453533,0.0404099144281889
178,"3PL",0.203190169145584,0.0504250802384748,0.0189071454998702
179,"3PL",0.124341716788166,0.107607053843518,0.0336501253585932
180,"3PL",0.0741718912736537,0.174312538976456,0.0767930168333869
181,"3PL",0.0762706323288659,0.0895725349500217,0.0355199414962991
182,"3PL",0.13806169152547,0.225810868393897,0.0659520991751771
183,"3PL",0.144222103218345,0.076078859091002,0.0281248344978914
184,"3PL",0.142677631084981,0.138180059292298,0.0501217242915896
185,"3PL",0.140969213604724,0.147664191689521,0.0563098830730119
186,"3PL",0.0866078261135597,0.359500898802652,0.0746073393298562
187,"3PL",0.215804842964592,0.0446795752005586,0.0155348568658042
188,"3PL",0.118386405328542,0.0807181041106139,0.0313844221208862
189,"3PL",0.164706939736847,0.150661678307574,0.0504577263068846
190,"3PL",0.175131484776349,0.0631612339308094,0.0206949458050765
191,"3PL",0.197903596156477,0.0666496658278336,0.0182907807114604
192,"3PL",0.0943441102143793,0.138809200780477,0.0593929898699014
193,"3PL",0.133134347553463,0.0344026288633347,0.0128466245872364
194,"3PL",0.106996632191424,0.159828632887767,0.0631215139006323
195,"3PL",0.195303648726958,0.180005280875044,0.0209074628410018
196,"3PL",0.105016631093037,0.0850049761422432,0.0330082997930096
197,"3PL",0.0928303172273933,0.216770487146324,0.0837696895361172
198,"3PL",0.228384574514146,0.0605428073906228,0.0173879911153857
199,"3PL",0.169859607908187,0.120450993052322,0.0328881749723188
200,"3PL",0.107489729880953,0.115053733172556,0.0515064245614014
201,"3PL",0.0812305052556446,0.133549633903773,0.0562373141821846
202,"3PL",0.0569668112018742,0.133863748346402,0.0461657524816529
203,"3PL",0.0641635938152226,0.123349292874502,0.0528471225951812
204,"3PL",0.109757090586612,0.154259215883886,0.0489408911207418
205,"3PL",0.0669181717122455,0.254222166525578,0.0697712691712242
206,"3PL",0.0835228655430159,0.120881172205924,0.0467332712182328
207,"3PL",0.16550762233654,0.0770886041334027,0.0226108873866424
208,"3PL",0.0789667895321321,0.217588983429954,0.0625463118629407
209,"3PL",0.141841974774217,0.125654156760649,0.0363340376008402
210,"3PL",0.0826140502933933,0.0754652263720944,0.0332656790819345
211,"3PL",0.132653816416865,0.211290306141772,0.0878348637997606
212,"3PL",0.0689203711515908,0.108043527853182,0.0451347191781888
213,"3PL",0.223920939995137,0.105996616020514,0.0143517150650956
214,"3PL",0.147864843834415,0.122927531628666,0.0597264207403176
215,"3PL",0.0575016236645141,0.259828303624228,0.0731890814068168
216,"3PL",0.264000977202579,0.13282430297325,0.0218608306634128
217,"3PL",0.0532467237656741,0.708581046479243,0.0934421743140502
218,"3PL",0.222738007281257,0.0690687334867036,0.0273442562586861
219,"3PL",0.122977710894936,0.154689924910095,0.0588266218108973
220,"3PL",0.288908677397792,0.0895886993869655,0.0110855435601214
221,"3PL",0.119326721047962,0.166589354757607,0.0575572406334467
222,"3PL",0.0612886433902904,0.19844205990739,0.0626884566916525
223,"3PL",0.0973976006662524,0.0773308173550386,0.0316098128667586
224,"3PL",0.0988870238779513,0.323752524794603,0.0816700924934498
225,"3PL",0.104251151078857,0.0852055723386374,0.0481774276532941
226,"3PL",0.282373133635623,0.178665965935702,0.0176318146333701
227,"3PL",0.192022180316038,0.0487706815206315,0.0178945649266916
228,"3PL",0.264792094913552,0.0468822444083681,0.0135177532972349
229,"3PL",0.145521729521748,0.0747484222059818,0.0242298759082432
230,"3PL",0.0748428644590345,0.155435852371108,0.0670332008184623
231,"3PL",0.107606597953916,0.103348465611349,0.0411661053004777
232,"3PL",0.11356626268987,0.12342449304734,0.0538304250525148
233,"3PL",0.12111551863707,0.132083788265658,0.048013941711538
234,"3PL",0.0692553492552566,0.160627367048895,0.0708911223832425
235,"3PL",0.108898670130821,0.103615686405152,0.0468507911023134
236,"3PL",0.120147939890752,0.160287893878183,0.0499607974986462
237,"3PL",0.108175907493531,0.134068417819257,0.0705586163993105
238,"3PL",0.13346472891157,0.133191332301064,0.0406828073644573
239,"3PL",0.192301078130928,0.110531154075894,0.0459762883793991
240,"3PL",0.130348784118573,0.0417725583245165,0.0163590433155291
241,"3PL",0.379247522083921,0.153604635255048,0.0125196640029117
242,"3PL",0.271047250969982,0.126294107609716,0.0229108731808625
243,"3PL",0.134997517957382,0.225120063852546,0.0769554997991226
244,"3PL",0.0597667886218229,0.141062129822105,0.0563633691136492
245,"3PL",0.0814798783752937,0.169729158926405,0.0609115850110231
246,"3PL",0.180521254242028,0.160326217924256,0.050092240549847
247,"3PL",0.0597005831049559,0.0983367005700243,0.0358103405961879
248,"3PL",0.141796086241967,0.144790679684982,0.0661308938879636
249,"3PL",0.0551141936831991,0.21817408781458,0.0691900366470346
250,"3PL",0.243518271368885,0.0860776239644783,0.0132012334065186
251,"3PL",0.449340023280709,0.136562767520953,0.00927654239295423
252,"3PL",0.149318935343358,0.0856638080584409,0.0276666306760297
253,"3PL",0.279677531856881,0.0714944581456697,0.0224347961269019
254,"3PL",0.120593396099571,0.0595761548707436,0.019158106819436
255,"3PL",0.0575774444941118,0.272018261431288,0.0765472874586689
256,"3PL",0.106079299972985,0.307820254009142,0.0797702795570495
257,"3PL",0.0522819328686998,0.152833151009625,0.0512339345896877
258,"3PL",0.102579759827866,0.0807136720911628,0.0418934843064398
259,"3PL",0.109766532060509,0.119405526858242,0.0349656964278619
260,"3PL",0.174782123920524,0.150043764845119,0.051079103158237
261,"3PL",0.0867886738607842,0.246699080483684,0.0668851081962348
262,"3PL",0.105325200039137,0.192213446181372,0.053646825728816
263,"3PL",0.1210121075808,0.104529862960391,0.037230651315972
264,"3PL",0.090539615254531,0.131217340500589,0.0474540495595664
265,"3PL",0.105365931598196,0.138635528953586,0.0505201991223393
266,"3PL",0.0644241747310457,0.0817123227531985,0.0348102323251055
267,"3PL",0.0802084973658834,0.161505641925849,0.0771629795538271
268,"3PL",0.133711106600409,0.112498149165292,0.0399872494066635
269,"3PL",0.067752097007163,0.223900933891026,0.0831162770587835
270,"3PL",0.265609736372894,0.101324040249374,0.0273033592742588
271,"3PL",0.0766134152084699,0.580942858401717,0.101099535560829
272,"3PL",0.25200544069572,0.0914966771984473,0.0207694000180552
273,"3PL",0.241081269318088,0.0775869899479207,0.0128716296176836
274,"3PL",0.087613626197058,0.115871451263485,0.0541224911459778
275,"3PL",0.246800621307286,0.126576508984931,0.0208086332230403
276,"3PL",0.066483711305645,0.0800921656694308,0.0313874226368498
277,"3PL",0.12510057971111,0.261433126997717,0.0784689210696425
278,"3PL",0.06496009740793,0.0763135553059345,0.0324519919963088
279,"3PL",0.0771405986777474,0.18238123035638,0.0558440458808595
280,"3PL",0.138774090628624,0.127116621995514,0.0360249264804125
281,"3PL",0.0735516582488668,0.385676163992289,0.0957853405847498
282,"3PL",0.112983726910811,0.0609068606362562,0.0260493097652216
283,"3PL",0.270327383288192,0.0698091528271139,0.0146256710810149
284,"3PL",0.0759821084044395,0.142218667892927,0.0557297281205927
285,"3PL",0.180364767180603,0.16777268398844,0.0455767769239168
286,"3PL",0.181635129995472,0.103436597391933,0.0330557826259327
287,"3PL",0.0622446884621885,0.0634373659806848,0.0299202577127181
288,"3PL",0.0909784437566155,0.142618911160468,0.0593262074784399
289,"3PL",0.153857507039408,0.169657196931168,0.0407384426951366
290,"3PL",0.112328717864297,0.171343493018288,0.060045720677535
291,"3PL",0.208719378143129,0.097729837314486,0.0183470386018485
292,"3PL",0.0740896716865705,0.280675093992058,0.078190865254892
293,"3PL",0.130824586173571,0.116779119214625,0.0328989869803078
294,"3PL",0.212298873748553,0.0826469512205485,0.0257995535520147
295,"3PL",0.0713304654291205,0.338501491226196,0.0937149843080118
296,"3PL",0.389267091666835,0.071364610262325,0.0133996351929016
297,"3PL",0.120643317205876,0.114159341651081,0.0388906232510835
298,"3PL",0.355102949522615,0.0592807252103474,0.0133808496840536
299,"3PL",0.0703170220810454,0.147140942504727,0.0596820725657092
300,"3PL",0.184229641716183,0.0663299359242227,0.0246467317172298
