243145,3PL,0.410253896,2.178229524,0
243319,3PL,0.915949803,-0.010497776,0
243117,3PL,1.275116042,-0.331225733,0
242853,3PL,1.006761151,1.62649321,0
242909,3PL,0.969776567,1.591875795,0
242220,3PL,1.486628286,-0.871237153,0
241746,3PL,1.202583465,-0.214386509,0
243258,3PL,1.653936681,-0.514520466,0
243106,3PL,1.340517822,-0.87276144,0
243260,3PL,1.226000123,0.754085019,0
243173,GPC,2.626434242,1.712234405,3.843668342
243262,3PL,1.555465193,-1.281404224,0
242951,3PL,0.675272625,-1.352456461,0
242956,3PL,1.246390998,0.1760559,0
242859,3PL,1.409236361,0.480627515,0
242964,3PL,1.194854634,1.933452503,0
242810,3PL,1.289701422,0.860736316,0
241747,3PL,0.936878223,3.707685989,0
243197,3PL,1.605351223,1.290397304,0
243313,3PL,1.886346421,-1.793499812,0
243114,GPC,1.783271962,1.663118254,0.894383887
243318,3PL,0.925609491,-0.245484795,0
243203,3PL,1.942499669,-1.04843419,0
243326,3PL,1.022420902,-0.505870797,0
243148,3PL,1.400831443,-1.517692677,0
243333,3PL,1.534146861,1.440122797,0
243210,3PL,1.536527279,-1.958780223,0
241766,3PL,0.849206806,0.994767063,0
241800,3PL,1.190625651,0.766457701,0
241748,3PL,1.484936791,0.338015099,0
244303,3PL,1.490492369,-1.123561959,0
244415,3PL,1.741508439,-0.461071889,0
241792,3PL,0.797301294,2.149871923,0
244295,3PL,1.519946268,-0.280845264,0
244547,3PL,0.967209507,-0.640110676,0
244549,3PL,1.572136875,-0.09854234,0
241758,3PL,1.93980974,-0.067159958,0
243253,3PL,0.715204894,2.293925594,0
243255,3PL,1.911772386,0.601358477,0
243129,3PL,1.413642142,-1.028529504,0
243256,3PL,0.70122009,1.158365112,0
243172,3PL,1.252176948,1.339181625,0
243131,GPC,2.631215594,1.854485837,3.877942612
243263,GPC,1.817618821,2.053406078,1.989244145
241768,3PL,0.77969675,-1.543519979,0
241769,3PL,1.435926038,2.229043488,0
244005,3PL,1.512585392,2.631708752,0
244250,3PL,0.735427611,-0.478618769,0
244040,3PL,1.065860754,1.023401466,0
241778,3PL,0.813046469,1.196666675,0
244254,3PL,0.47072022,-2.119356563,0
243134,3PL,1.530413834,-1.195291558,0
243184,GPC,1.546043068,1.351743043,1.23396769
243111,GPC,2.180252016,2.259062098,1.998341809
243194,3PL,0.788117136,-0.20806922,0
243309,3PL,1.696109348,0.487182813,0
243192,3PL,0.2071432,-1.171411439,0
243301,3PL,1.087312241,-1.146268425,0
243141,3PL,1.640238719,0.335108072,0
242116,3PL,1.174796739,0.446655858,0
241806,3PL,1.208690987,-1.412467286,0
241946,3PL,1.076790606,0.685648484,0
243246,3PL,1.604036625,-0.573397596,0
243167,GPC,2.010565226,1.564449943,2.782761723
243247,3PL,0.502210146,0.559821321,0
243100,GPC,2.484009628,-0.332365429,1.184714142
243248,3PL,1.813681662,-1.990733137,0
243168,3PL,1.43935455,3.200401491,0
242996,3PL,1.117535657,1.124978127,0
242421,3PL,2.066151049,0.447901196,0
241809,3PL,0.861128158,0.429396134,0
242001,3PL,1.285713079,1.638053849,0
241898,3PL,1.523161432,0.965649657,0
244228,3PL,0.931672337,0.513885739,0
244232,GPC,1.736803701,0.386463295,2.313890626
243979,3PL,1.386984131,0.92109291,0
244236,3PL,1.154960255,-0.204909006,0
243786,3PL,1.08693878,0.335371392,0
242074,3PL,1.328082806,1.546147451,0
241935,3PL,0.903820334,-0.964363093,0
242076,3PL,0.783870306,-0.513459341,0
241813,3PL,1.42542663,-0.713362025,0
242078,3PL,1.503325812,-0.744540158,0
241937,3PL,1.528835811,1.02471125,0
244481,3PL,1.901067537,-1.336671166,0
244338,GPC,1.693246677,1.875932893,2.771616051
244483,GPC,2.434176676,1.259534475,2.642152802
244386,3PL,1.775720717,1.106204765,0
