281,"3PL",0.08568,0.21891,0.08408
282,"3PL",0.069003,0.15848,0.07011
283,"3PL",0.115549,0.16784,0.06108
284,"3PL",0.090151,0.11958,0.05055
285,"3PL",0.077826,0.10111,0.04231
286,"3PL",0.159154,0.09801,0.02721
287,"3PL",0.072284,0.14812,0.06554
288,"3PL",0.055335,0.21683,0.06773
289,"3PL",0.076959,0.14915,0.05359
290,"3PL",0.123114,0.09087,0.02897
291,"3PL",0.218654,0.05319,0.01071
292,"3PL",0.125681,0.11439,0.03853
293,"3PL",0.106675,0.08369,0.03276
294,"3PL",0.061268,0.09552,0.03867
295,"3PL",0.092718,0.13213,0.05411
296,"3PL",0.108545,0.12881,0.0423
297,"3PL",0.113118,0.0584,0.02084
298,"3PL",0.135847,0.14637,0.05434
299,"3PL",0.114274,0.14074,0.05024
300,"3PL",0.123522,0.08508,0.03367
301,"3PL",0.069326,0.1029,0.03524
302,"3PL",0.129387,0.06348,0.02185
303,"3PL",0.070669,0.21131,0.06374
304,"3PL",0.051391,0.2601,0.05995
305,"3PL",0.12138,0.23298,0.05768
306,"3PL",0.146472,0.05996,0.01754
307,"3PL",0.237133,0.10557,0.01135
308,"3PL",0.11152,0.17794,0.05876
309,"3PL",0.135728,0.09798,0.03587
310,"3PL",0.129591,0.05502,0.0229
311,"3PL",0.17306,0.06103,0.01989
312,"3PL",0.111333,0.12627,0.0437
313,"3PL",0.223312,0.04254,0.01168
314,"3PL",0.248421,0.0982,0.0145
315,"3PL",0.182393,0.14798,0.03983
316,"3PL",0.168606,0.08391,0.02559
317,"3PL",0.230656,0.06204,0.01428
318,"3PL",0.497641,0.08559,0.01007
319,"3PL",0.162741,0.08168,0.01526
320,"3PL",0.20638,0.07033,0.01382
321,"3PL",0.122961,0.18127,0.07053
322,"3PL",0.067269,0.16058,0.06603
323,"3PL",0.07412,0.14921,0.06444
324,"3PL",0.06545,0.17324,0.06341
325,"3PL",0.09486,0.09642,0.04558
326,"3PL",0.051833,0.41625,0.07679
327,"3PL",0.093908,0.13265,0.05451
328,"3PL",0.069105,0.13323,0.05655
329,"3PL",0.095285,0.15345,0.06331
330,"3PL",0.111197,0.10471,0.03828
331,"3PL",0.110823,0.12476,0.03985
332,"3PL",0.100589,0.07989,0.03215
333,"3PL",0.161143,0.08097,0.02432
334,"3PL",0.100674,0.1631,0.08242
335,"3PL",0.078591,0.30981,0.07319
336,"3PL",0.134181,0.10024,0.03908
337,"3PL",0.121686,0.16471,0.04801
338,"3PL",0.083334,0.30659,0.06612
339,"3PL",0.098107,0.11031,0.03922
340,"3PL",0.070669,0.15559,0.04828
341,"3PL",0.145095,0.11258,0.03787
342,"3PL",0.122638,0.12619,0.03841
343,"3PL",0.123896,0.11692,0.03345
344,"3PL",0.114886,0.07101,0.02686
345,"3PL",0.070261,0.19731,0.06119
346,"3PL",0.100419,0.18045,0.06505
347,"3PL",0.148121,0.13968,0.03991
348,"3PL",0.147577,0.06721,0.02653
349,"3PL",0.150127,0.056,0.02283
350,"3PL",0.177259,0.13327,0.03459
351,"3PL",0.286824,0.04296,0.01368
352,"3PL",0.18105,0.06122,0.01554
353,"3PL",0.288048,0.05319,0.01256
354,"3PL",0.192117,0.10351,0.0157
355,"3PL",0.273513,0.11018,0.01635
356,"3PL",0.191794,0.0821,0.02357
357,"3PL",0.262463,0.0661,0.0136
358,"3PL",0.322609,0.07581,0.01321
359,"3PL",0.250648,0.09888,0.0165
360,"3PL",0.336974,0.08951,0.01076
361,"3PL",0.180659,0.12319,0.03857
362,"3PL",0.121074,0.09842,0.04854
363,"3PL",0.055828,0.18185,0.06363
364,"3PL",0.111265,0.07119,0.03217
365,"3PL",0.058106,0.36148,0.06537
366,"3PL",0.090321,0.20334,0.07379
367,"3PL",0.088961,0.37257,0.08881
368,"3PL",0.110432,0.11118,0.03809
369,"3PL",0.138465,0.06372,0.025
370,"3PL",0.271677,0.0935,0.01415
371,"3PL",0.153119,0.10045,0.03232
372,"3PL",0.055641,0.20284,0.0604
373,"3PL",0.092752,0.0888,0.0433
374,"3PL",0.107899,0.21546,0.05264
375,"3PL",0.101286,0.06257,0.02732
376,"3PL",0.097529,0.11681,0.04895
377,"3PL",0.080852,0.13499,0.04883
378,"3PL",0.103156,0.1155,0.04306
379,"3PL",0.079169,0.08905,0.0358
380,"3PL",0.096101,0.10078,0.03927
381,"3PL",0.085493,0.09338,0.03358
382,"3PL",0.093126,0.15136,0.05849
383,"3PL",0.099212,0.11568,0.04268
384,"3PL",0.086156,0.14319,0.04737
385,"3PL",0.127976,0.11273,0.04282
386,"3PL",0.153986,0.10743,0.02917
387,"3PL",0.144262,0.13434,0.03462
388,"3PL",0.183141,0.07305,0.01676
389,"3PL",0.120411,0.11591,0.04009
390,"3PL",0.181662,0.05123,0.01881
391,"3PL",0.127891,0.08791,0.02944
392,"3PL",0.174743,0.06041,0.01947
393,"3PL",0.255663,0.05974,0.01431
394,"3PL",0.292043,0.142,0.01218
395,"3PL",0.102697,0.19511,0.0628
396,"3PL",0.078795,0.14925,0.04153
397,"3PL",0.141474,0.38706,0.0425
398,"3PL",0.257108,0.0851,0.01382
399,"3PL",0.208556,0.11102,0.0156
400,"3PL",0.148325,0.10721,0.02324
401,"3PL",0.10608,0.20653,0.07724
402,"3PL",0.045611,1.0118,0.09225
403,"3PL",0.073355,0.4261,0.0897
404,"3PL",0.209559,0.07037,0.03239
405,"3PL",0.168113,0.10397,0.03363
406,"3PL",0.085969,0.15007,0.07071
407,"3PL",0.098396,0.12433,0.06288
408,"3PL",0.075888,0.10402,0.04593
409,"3PL",0.060367,0.14593,0.04619
410,"3PL",0.315299,0.0881,0.01195
411,"3PL",0.128962,0.24851,0.071
412,"3PL",0.110024,0.16918,0.05871
413,"3PL",0.128418,0.13756,0.05211
414,"3PL",0.131597,0.12203,0.03638
415,"3PL",0.126191,0.06778,0.02592
416,"3PL",0.108239,0.11932,0.0379
417,"3PL",0.1887,0.14495,0.02736
418,"3PL",0.060826,0.1405,0.05309
419,"3PL",0.088791,0.11592,0.0489
420,"3PL",0.135796,0.07631,0.03576
421,"3PL",0.150824,0.11593,0.03694
422,"3PL",0.186167,0.07532,0.02526
423,"3PL",0.166787,0.05749,0.02248
424,"3PL",0.050388,0.32009,0.07663
425,"3PL",0.108596,0.16392,0.06025
426,"3PL",0.153374,0.08674,0.02772
427,"3PL",0.106284,0.0874,0.0295
428,"3PL",0.111758,0.10738,0.03489
429,"3PL",0.131869,0.07403,0.02391
430,"3PL",0.073746,0.11657,0.04545
431,"3PL",0.107457,0.23577,0.05692
432,"3PL",0.146302,0.09747,0.0301
433,"3PL",0.158049,0.07681,0.02301
434,"3PL",0.630853,0.21097,0.00889
435,"3PL",0.095999,0.17693,0.05663
436,"3PL",0.159324,0.12665,0.03446
437,"3PL",0.197064,0.09188,0.02344
438,"3PL",0.182206,0.12299,0.02816
439,"3PL",0.189108,0.09396,0.01925
440,"3PL",0.305405,0.21481,0.01318
441,"3PL",0.127602,0.1456,0.04642
442,"3PL",0.059517,0.35725,0.09017
