281,"3PL",1.097673,-2.84338,0.18167
282,"3PL",1.130925,-1.94006,0.15129
283,"3PL",1.219835,-0.54136,0.25361
284,"3PL",1.264205,-0.6379,0.13969
285,"3PL",1.224935,-0.61831,0.10242
286,"3PL",1.098319,1.39328,0.23837
287,"3PL",1.163582,-1.85882,0.13937
288,"3PL",0.785774,-1.96446,0.14271
289,"3PL",1.017382,-0.56125,0.13689
290,"3PL",1.022023,1.20931,0.1455
291,"3PL",2.046477,1.48728,0.16897
292,"3PL",1.159417,0.42743,0.22367
293,"3PL",1.336132,0.15328,0.14912
294,"3PL",1.133917,-0.93618,0.08189
295,"3PL",1.256997,-0.65116,0.17241
296,"3PL",1.011772,0.43698,0.17486
297,"3PL",1.331049,0.85654,0.10683
298,"3PL",1.422492,-0.5225,0.31294
299,"3PL",1.212168,-0.21575,0.22999
300,"3PL",1.468035,0.07482,0.20139
301,"3PL",0.971176,0.01194,0.08244
302,"3PL",1.31121,1.00366,0.13888
303,"3PL",0.816221,-0.61579,0.15413
304,"3PL",0.579768,-0.63354,0.12928
305,"3PL",0.78455,0.63161,0.27378
306,"3PL",1.410082,1.25821,0.13312
307,"3PL",1.625625,2.0429,0.16672
308,"3PL",1.115829,-0.33629,0.26215
309,"3PL",1.409929,0.15346,0.25266
310,"3PL",1.590758,0.47187,0.12873
311,"3PL",1.735955,0.81692,0.29106
312,"3PL",1.125434,0.14734,0.19417
313,"3PL",2.198049,1.20993,0.14791
314,"3PL",1.585862,1.83036,0.26931
315,"3PL",1.320254,0.19439,0.4475
316,"3PL",1.262556,1.15348,0.26123
317,"3PL",1.831087,1.42054,0.22843
318,"3PL",2.533986,1.85735,0.28282
319,"3PL",1.347352,1.70241,0.13021
320,"3PL",1.647436,1.58671,0.171
321,"3PL",1.328023,-0.94914,0.28911
322,"3PL",1.081965,-1.93069,0.14978
323,"3PL",1.165724,-1.82002,0.14672
324,"3PL",0.960296,-1.46653,0.14675
325,"3PL",1.483692,-0.79932,0.1349
326,"3PL",0.472634,-1.06327,0.18321
327,"3PL",1.25052,-0.70372,0.17117
328,"3PL",1.153552,-1.66944,0.12714
329,"3PL",1.249143,-0.94588,0.19739
330,"3PL",1.246542,0.10551,0.19176
331,"3PL",1.014934,0.54117,0.1906
332,"3PL",1.311074,0.09266,0.11638
333,"3PL",1.298018,1.13083,0.25033
334,"3PL",1.409164,-2.00342,0.19988
335,"3PL",0.667998,-0.21445,0.2093
